Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
913,5.9988,9.529,6.1297,5.8405,8.99,6.0856,10.3077,5.562,9.4547,5.5797
914,5.5762,5.5711,9.9012,9.0553,5.5741,5.5764,5.5644,5.5809,5.7602,5.5802
915,10.5388,10.584,5.5711,5.55,5.5691,16.3011,5.572,10.0145,5.5744,10.2665
916,5.5647,5.5629,17.0274,5.5983,10.1476,5.5825,21.2057,5.5895,10.3547,5.5626
917,6.1402,5.5691,5.5805,9.8149,5.5582,9.6583,5.578,10.8839,5.5733,5.574
918,9.251801,16.7945,17.0694,5.5684,5.5738,7.0254,8.6826,5.5729,5.5556,9.3352
919,5.5768,5.5902,5.584,5.5712,10.2997,9.3997,6.4097,5.55,10.672,5.5777
920,10.1193,16.7333,9.1513,8.854899,5.5612,5.5808,11.1069,8.6553,5.9372,5.55
921,6.1033,5.5731,5.578,5.5834,6.6356,5.55,6.202,5.5743,6.7844,9.493299
922,5.5726,9.4422,11.3856,5.55,8.7094,9.866099,9.2442,5.7772,9.870399,5.5804
923,10.5701,5.572,5.6891,9.5009,5.6666,5.5634,5.5661,10.3993,6.5983,10.1564
924,5.579,10.5228,5.5818,5.5854,10.9354,10.4293,5.5673,5.5772,10.1847,5.5859
925,5.55,5.55,10.476,10.5112,5.9906,5.5706,10.0519,5.5626,5.571,6.1023
926,9.6869,5.5816,5.565,5.5596,6.4826,5.5914,5.564,9.199201,5.558,8.9793
927,5.5701,11.044,10.9682,5.5791,17.0812,23.6032,5.5614,5.5752,10.249,5.8965
928,5.55,5.5753,5.5729,9.3634,5.5888,5.55,9.4872,5.5771,5.5656,5.6375
929,10.1249,5.5629,5.5817,5.5625,11.0322,9.4287,6.0438,9.4459,5.5729,16.8627
930,6.736,9.2789,10.7191,6.2977,7.1007,9.4547,5.5736,5.5763,10.2359,5.5613
931,9.340301,5.5703,5.5627,9.9661,8.9216,9.6208,10.0345,6.3086,5.5868,8.8131
932,5.5653,12.0059,5.571,17.0001,5.5622,5.5719,5.5629,8.816899,10.0893,5.5713
933,5.5723,5.9776,23.192,5.5988,5.5724,10.2669,5.902,6.2341,5.5703,5.5677
934,9.743,5.974,5.5762,10.2124,10.6008,5.5992,9.010201,5.8423,5.5699,17.2725
935,5.574,10.5907,8.9985,10.1313,5.5784,9.6325,6.1349,10.204,9.125299,5.5887
936,5.5621,5.5942,10.0997,5.5726,10.4882,5.5755,7.107,5.7696,5.5614,17.5665
937,8.9928,10.4492,10.0315,10.8959,5.5901,5.5584,10.2604,16.8341,6.4651,5.5857
938,5.5737,6.1765,5.5588,6.2001,6.2046,8.7415,6.0195,5.5684,9.2128,10.5256
939,5.5933,5.563,10.2888,6.0539,11.1163,5.5703,9.6685,16.876,6.0843,5.7022
940,10.024,10.2241,5.5748,9.9201,5.8773,5.5638,5.8812,5.583,5.5872,10.6251
941,5.5614,5.5705,10.4396,5.574,5.5858,9.866699,6.1016,22.4045,10.4222,5.5873
942,6.4337,5.6241,6.2042,9.666101,10.901,5.5631,10.1983,5.5756,5.5816,9.5106
943,9.374599,8.5953,6.406,5.5833,7.0376,5.5767,6.7895,9.544,9.928699,5.5601
944,5.5765,5.5598,10.1682,5.55,9.3765,10.4229,9.8037,10.9681,5.55,6.0223
945,5.6051,6.279,5.5838,10.0115,5.9032,5.5721,5.5652,6.4418,5.5827,9.4903
946,16.4294,9.115199,10.3638,5.5581,5.5936,5.5573,6.2626,9.3023,10.5838,5.5723
947,5.6069,5.5851,5.5638,5.575,10.5531,9.8412,9.6061,6.4386,5.5746,5.5622
948,10.7752,5.5597,5.5828,9.0688,6.4398,5.5751,5.5713,6.9197,5.5649,9.4299
949,5.5659,9.7128,9.600699,5.5679,10.9046,5.5607,5.55,7.2968,9.362599,5.5877
950,9.9024,5.5746,6.3045,6.1601,5.9128,9.6122,16.9179,6.4822,5.5818,9.9368
951,5.5607,5.8725,5.9072,9.9794,6.3293,5.5834,5.588,5.9907,5.5629,5.8156
952,5.7163,10.1215,10.5285,5.5707,10.323,9.4395,10.7354,8.6508,9.3809,6.0275
953,10.2113,6.8199,6.8301,6.0783,6.629,5.5672,6.9755,5.5685,5.55,10.3953
954,5.5629,9.9909,9.6502,8.8674,9.299,5.5678,9.4547,5.5591,5.5705,5.5688
955,10.6625,5.55,5.5664,5.6331,6.1,16.9005,5.5673,9.6744,16.3364,5.5796
956,5.5916,5.5791,5.9156,5.6975,7.0465,5.5873,5.9207,5.5646,5.5696,9.661201
957,5.55,9.5456,9.9872,16.4868,9.2254,16.631,9.304399,5.589,17.0893,5.5688
958,8.9901,6.1179,5.5754,5.6231,5.5616,5.5778,5.5559,9.204,5.5915,5.5622
959,5.5638,5.8693,5.557,9.6067,5.567,8.8046,10.4448,5.5851,8.840199,10.452
960,5.5725,10.9629,8.583,5.5826,10.2305,5.5771,5.5708,5.5576,5.5745,6.0271
961,16.8883,5.7759,5.7643,17.0192,5.5657,5.5583,6.0438,9.5714,9.9572,10.4645
962,5.5778,16.8546,5.5798,5.5937,11.0424,9.1248,9.8688,6.3283,6.3041,5.5726
963,8.441999,5.5596,10.5269,11.684,5.568,5.5805,6.0689,9.520101,5.799,5.6857
964,5.5713,9.972199,5.6125,5.5782,5.5756,10.1527,5.58,6.223,9.712001,9.3642
965,5.5764,5.7704,10.597,9.9863,9.619699,5.5785,10.1641,5.8235,5.7554,5.5733
966,9.4453,10.4757,5.5696,5.575,6.268,5.5569,5.562,10.2205,10.0739,5.55
967,5.5724,5.5622,5.5562,6.0912,5.5818,9.273701,5.5738,5.9801,5.5796,10.0746
968,5.5592,5.5794,9.964601,9.238899,10.2833,6.5639,9.4515,6.2376,5.55,5.5845
969,9.915,9.600101,5.5926,5.9875,5.5648,5.8958,6.6568,9.5772,8.9467,5.8929
970,6.1561,5.5628,5.55,5.5607,5.5774,10.3016,10.2082,7.194,5.5914,9.9326
971,9.3771,5.5594,9.608,9.8569,9.8297,5.577,5.5573,9.7063,5.55,7.0029
972,5.6942,9.4024,5.5664,5.6905,5.5809,5.5588,5.566,5.5769,9.3055,10.3827
973,5.6006,6.8547,6.4191,11.2923,10.6344,8.7861,9.9398,5.5632,5.5597,5.5587
974,10.5612,6.6249,8.8988,6.1828,5.9422,5.8494,5.561,10.5056,6.098,5.5699
975,5.5756,9.4826,6.8683,5.5607,5.5769,6.398,5.5601,5.5643,9.239,10.304
976,5.5581,5.5592,8.5934,10.3241,9.834,9.4288,10.3063,5.5712,5.5611,5.5707
977,9.605101,11.2777,5.5652,5.9772,5.5764,6.0539,5.6913,10.7848,5.5788,5.5682
978,5.55,5.5717,5.5565,6.0889,5.5598,10.1589,5.5696,5.5752,9.667299,10.5381
979,6.1455,6.4153,11.1042,10.5774,9.0989,5.564,10.1462,10.366,5.5743,5.569
980,9.7058,8.4931,5.55,5.5596,5.5769,6.5793,6.6608,5.5763,6.015,9.5557
981,5.5687,5.9856,5.5767,10.6418,5.5747,9.652599,9.382,6.5769,9.4116,5.5641
982,10.2689,5.5701,10.5408,5.5854,10.2697,5.5651,5.55,9.3679,5.5764,5.5624
983,5.651,16.9858,6.1495,5.5645,5.8013,6.2686,5.5773,5.9767,5.5606,8.850599
984,5.5775,5.5737,6.0992,9.8466,6.3626,8.6964,9.5514,5.5764,9.558101,6.0751
985,10.5776,9.119801,9.843801,5.8289,9.0423,5.563,5.5579,10.498,5.7206,6.3172
986,5.5759,5.932,7.6,5.692,6.1447,5.55,5.5745,6.5573,11.109,9.4897
987,5.5811,9.7956,8.6423,9.5506,10.4122,11.0219,8.664701,9.9075,5.769,5.5734
988,9.849401,5.5739,5.5701,5.6177,5.5657,6.6886,5.5619,5.5731,5.5765,5.6918
989,5.55,5.5574,5.55,9.4124,5.6252,9.0854,5.8307,5.556,10.8213,10.6687
990,5.5843,9.5183,9.6735,5.5694,9.6547,5.5647,9.3656,10.9102,5.55,5.55
991,9.3319,5.5823,5.55,5.5773,6.2133,5.5737,5.55,5.5614,5.5633,7.3286
992,5.5675,5.55,5.5813,9.3815,5.8815,9.3542,6.1166,5.55,9.919901,9.6862
993,5.5688,9.464601,10.0242,5.5796,10.9176,5.8402,9.7483,10.1368,18.2813,5.5612
994,9.8054,5.5658,5.6714,5.5931,5.5706,5.6994,5.5693,5.5679,5.55,9.995001
995,6.3148,5.5709,5.5708,9.3944,10.6119,10.4649,10.4276,16.721,5.55,5.5767
996,9.8949,10.9426,16.7043,6.0075,5.5789,5.5719,5.55,5.55,10.2342,5.6026
997,5.5593,6.3601,5.5724,5.5632,5.5603,5.5718,7.1263,9.1144,5.5682,9.504499
998,6.1675,9.7023,9.3426,10.6288,9.5507,9.2653,9.4021,5.574,5.6033,5.585
999,9.0539,5.5676,5.7474,5.5749,5.5683,6.0637,5.55,5.6476,11.4514,5.55
1000,5.5693,5.5624,10.9443,5.5574,5.5667,9.9927,6.829,9.9454,6.6158,8.7093
1001,5.6086,10.3872,5.5571,8.846101,21.8374,5.5721,9.2279,5.5587,9.0544,5.55
1002,10.4402,5.6924,5.5624,5.5633,5.5784,5.5729,5.5656,5.5699,5.5694,6.2753
1003,5.5811,6.629,10.464,5.5965,9.6657,9.2592,5.5611,10.1314,5.5648,10.2744
1004,5.563,9.682799,5.5874,9.1001,9.7394,5.5779,10.8202,5.7269,9.411901,6.488
1005,9.8025,5.5691,10.6083,5.5766,9.9593,5.5652,5.5627,5.8871,5.5804,9.1436
1006,6.187,5.5781,5.5678,5.5603,5.5733,9.132601,10.1173,10.2617,5.9216,5.5704
1007,9.3777,10.2096,5.5625,9.981299,10.8305,5.6085,5.55,6.1416,9.6997,5.5659
1008,5.5785,5.7102,8.8219,5.5647,6.4422,5.55,5.5751,9.709299,5.5608,8.9096
1009,5.6712,10.9409,5.5682,5.5784,9.7528,10.8366,9.9417,5.5755,5.9746,5.5797
1010,9.9278,5.5613,6.0996,21.4641,6.0268,5.5614,5.5646,5.5975,9.278999,5.55
1011,5.569,5.5745,10.2579,5.5679,6.2946,5.581,5.5593,10.0262,5.5648,8.9088
1012,5.5622,10.1562,5.7499,9.0015,9.3004,9.7527,9.2797,5.5628,10.442,5.5801
1013,9.417999,5.5599,5.84,7.6491,5.5838,5.576,5.5636,5.5763,5.5688,5.562
1014,5.5766,6.0525,10.5917,8.8339,10.0496,5.5651,5.5659,9.6739,5.5981,8.7951
1015,5.5566,9.8222,5.5738,20.6656,5.5571,9.2641,8.710299,5.5759,9.6671,5.6567
1016,21.1098,5.6874,10.5405,5.55,5.55,6.1969,5.5583,5.5653,5.5749,5.5672
1017,5.5633,10.3123,5.576,10.1666,9.3603,11.0221,5.5773,9.9001,5.5614,10.1159
1018,9.277,5.5584,5.5592,5.9236,5.55,5.5641,9.633201,5.5742,10.4194,5.5754
1019,9.7434,5.5839,9.4761,7.205,5.5785,6.9807,5.5659,10.4522,5.563,5.5715
1020,9.129,10.7626,6.0704,9.1698,9.198299,8.7198,5.587,5.5567,6.2696,9.203899
1021,5.573,5.5902,5.9496,6.0395,6.0094,5.5602,8.910999,5.5789,9.5127,5.5805
1022,9.815599,7.0568,10.3055,10.4161,6.6129,5.5912,5.5667,10.8755,5.6365,6.1369
1023,5.5755,10.2893,5.5714,5.741,9.153701,9.663,5.5597,5.55,10.3026,8.0463
1024,5.55,7.0934,10.4236,5.5609,5.5646,5.5753,8.9683,6.554,5.5676,5.5724
1025,9.7402,8.8317,5.5706,9.9158,5.5785,5.5677,6.1866,8.9903,5.5626,5.566
1026,5.5733,6.2878,5.5665,6.0576,9.3595,10.3828,6.9635,5.5601,9.4186,9.8581
1027,5.5636,6.0646,10.4306,6.0161,5.6647,5.5797,9.2549,5.5694,5.8923,5.5772
1028,8.941501,9.922,5.7678,10.2828,6.9446,9.859501,5.5725,9.5543,5.6552,5.55
1029,5.5667,5.55,5.7096,6.7879,10.3371,5.5836,10.9841,6.4992,10.5087,9.5724
1030,5.7114,5.5713,17.1641,9.196699,6.5133,5.573,5.55,10.2105,5.573,6.3892
1031,9.494801,9.9417,5.5866,5.8639,9.9854,9.0539,6.5441,5.7466,5.5835,5.5669
1032,5.576,5.571,9.550301,6.1076,5.6353,5.5801,9.1567,7.0008,8.9651,16.1351
1033,9.8567,10.4945,6.8238,9.989799,5.5699,5.55,5.5643,9.7394,5.5862,5.5614
1034,5.5598,5.5805,8.625299,5.5788,10.185,10.2606,5.8638,5.5754,5.5667,9.5005
1035,5.5751,5.5571,5.5713,10.4506,5.5629,5.7791,9.274501,5.6037,9.2346,5.5646
1036,9.341499,8.707,5.7836,5.5728,9.813001,5.5723,5.5726,9.0789,5.5635,10.5794
1037,5.5824,5.5679,9.6275,5.7373,5.5614,10.0974,10.3814,6.3538,5.5792,5.5756
1038,5.56,5.6066,5.55,8.844999,5.5942,5.5822,6.1356,6.3262,10.0352,5.5682
1039,9.3919,9.2489,5.5775,5.5755,10.1936,5.5621,6.8282,9.2422,5.571,9.7809
1040,5.5696,5.9187,10.1667,5.5708,5.5719,9.6337,8.5021,5.5655,10.3374,5.5625
1041,5.5652,5.82,5.5575,9.8995,5.5915,5.5873,6.0342,10.3762,5.5761,5.5668
1042,8.263,10.067,5.5768,6.105,9.722401,10.9776,5.5688,5.5661,5.5677,21.7454
1043,5.5621,5.5628,9.7268,5.5793,5.559,5.5644,10.1099,5.5881,10.0705,5.5575
1044,6.0435,5.5745,5.5827,11.0742,5.6126,5.5679,5.5673,9.5806,5.745,8.9892
1045,9.1738,10.5107,10.5545,6.0116,10.2918,10.3354,5.55,5.7458,5.5882,10.002
1046,5.5872,6.739,5.5679,16.9574,5.55,5.5758,10.2679,5.9374,9.9797,9.3615
1047,5.55,9.1261,5.5801,5.5818,6.3213,5.5676,5.5591,10.7422,5.5749,6.5414
1048,8.9152,5.5651,9.481299,9.625899,9.3048,9.0571,10.3304,6.2307,5.5832,9.0478
1049,5.8932,5.5687,5.5718,5.5824,5.5874,5.6569,6.0225,8.7411,9.5583,5.5855
1050,5.5826,10.1649,5.5558,6.151,9.4733,5.5712,6.2158,5.55,5.5882,10.0437
1051,9.981,5.5661,9.6987,9.6124,5.5593,10.9988,16.9283,5.5565,5.55,5.572
1052,5.5771,5.5666,5.566,5.566,6.294,5.6783,5.5865,10.1976,9.3578,5.5946
1053,5.55,9.3754,5.5667,5.5582,9.5673,11.0597,7.5536,6.2181,5.7808,10.0517
1054,16.2368,5.578,10.1745,9.471,5.6431,5.577,5.5608,5.6212,10.4089,5.5657
1055,5.5721,5.5599,5.5675,5.581,6.6977,5.55,5.5918,11.2387,5.5672,6.3741
1056,9.214101,9.7225,5.6554,9.543799,9.0673,10.0207,8.8934,6.5158,5.6861,8.7528
1057,5.5816,5.604,9.1871,5.6246,6.6778,5.5685,5.57,9.433001,11.2317,5.5804
1058,9.7326,5.6943,5.55,6.0878,5.5614,5.7165,5.562,6.0222,6.2375,5.5791
1059,5.5735,10.4085,5.55,10.5335,10.8879,10.0782,8.0883,5.5788,6.8454,9.0553
1060,5.5701,5.5646,10.6619,5.5581,6.2328,5.5746,5.5634,11.3838,10.1505,5.5637
1061,8.7703,10.1333,6.2672,5.5695,10.1569,5.5617,5.5944,5.5576,5.5655,5.5763
1062,5.567,5.5645,9.4168,9.549399,5.6314,9.4374,8.75,5.5643,10.2856,9.9052
1063,5.55,6.231,5.5737,5.5556,6.8672,5.5826,5.5636,10.8333,5.5765,5.5768
1064,8.6563,9.199401,6.0715,5.5867,9.84,22.3914,5.5619,5.5746,5.7671,10.4371
1065,5.55,5.7717,9.0314,9.802401,6.5576,5.55,9.185801,10.8157,9.397201,6.2425
1066,5.5749,6.2632,5.5668,5.7868,9.485,8.7869,5.569,5.8278,5.55,5.5677
1067,9.978,10.496,16.4862,6.68,6.1781,9.7374,5.8361,5.6187,5.5566,10.3459
1068,5.5809,5.5808,5.55,9.0319,6.2415,10.3037,9.2442,10.1991,9.185801,5.5756
1069,5.5787,5.55,5.5868,6.1166,10.4758,5.5905,6.4438,5.564,5.5833,5.5783
1070,9.1888,8.9656,9.2521,9.7374,5.5764,9.470201,5.5665,6.0858,5.55,9.7116
1071,5.5787,5.5594,6.0783,5.5564,5.5685,5.5847,10.7315,9.2502,10.2479,5.7369
1072,5.5614,6.1636,10.0964,5.5673,9.1745,5.55,6.8936,5.576,5.5676,5.5814
1073,9.1012,8.9857,5.5591,10.5881,5.5557,10.0362,8.626201,5.7121,10.1655,9.8147
1074,5.5609,5.55,5.5684,5.557,5.569,5.5736,5.5604,11.1069,5.8294,6.5417
1075,5.5758,10.1346,9.2611,5.5762,10.1597,5.576,5.55,17.6156,5.6569,8.7936
1076,8.9646,5.566,5.5715,9.9463,5.5704,9.600101,10.4839,5.55,10.6779,6.521
1077,6.1429,5.5814,5.5648,5.5732,10.8125,5.9598,5.5828,5.5848,5.5613,5.5815
1078,5.5767,9.326799,9.9058,6.1141,6.6667,6.0242,5.55,8.764601,5.5768,10.2136
1079,10.1948,5.5867,5.5801,8.9479,5.5872,10.6759,9.4762,5.7506,9.6675,5.5586
1080,5.7292,5.55,5.55,5.936,10.3707,5.5688,5.5642,5.9579,5.5701,5.8372
1081,6.0269,9.2154,9.5381,5.6708,5.5609,9.9717,5.8958,10.0221,5.564,9.16
1082,10.6051,5.5796,5.5713,10.394,5.5866,5.9464,9.2548,6.6984,8.858701,5.55
1083,5.5765,5.5786,5.5561,6.6399,9.602,6.627,5.5643,10.195,6.3107,5.6262
1084,9.9575,9.4875,9.2149,8.9334,7.1003,8.955299,10.5301,5.5618,5.6001,9.427299
1085,5.5793,5.5969,5.5661,5.5736,10.4517,5.56,5.8354,5.5707,10.4913,5.5717
1086,5.5563,5.5754,5.9096,5.5666,5.9976,5.5644,5.5704,9.1902,5.5947,5.5627
1087,8.6224,10.4673,10.6368,8.8218,6.0316,10.602,9.750501,5.5679,10.0724,8.8594
1088,6.1089,5.5662,6.2633,5.5694,10.8517,6.3973,5.5661,5.6133,5.5632,5.5804
1089,6.7777,6.5648,10.4159,5.5781,5.5783,9.5506,5.559,9.8059,6.2535,5.5556
1090,9.1731,9.661,5.5787,9.5662,10.4886,6.0181,9.1261,5.5593,9.3491,9.2679
1091,5.565,5.5739,5.55,5.5682,6.1356,5.6011,5.55,6.1964,6.1887,5.5831
1092,5.5812,11.171,9.0309,5.5691,5.5894,10.0734,5.5697,9.253099,6.7309,5.5637
1093,9.0541,5.5608,5.5743,9.878,10.0045,5.562,9.055599,6.1767,8.3974,9.6929
1094,5.575,5.5739,5.5809,6.3014,5.9434,6.1413,5.5642,10.541,5.5595,6.6722
1095,5.5652,10.4022,9.3005,5.5847,6.0057,10.3662,5.5976,5.5637,5.6722,8.622701
1096,9.911799,5.5674,6.204,16.3529,10.4255,6.5744,10.2436,5.5699,11.2764,5.577
1097,5.5687,5.7277,5.5772,5.5796,5.5714,9.7068,5.55,10.4233,5.5659,5.5634
1098,16.805,9.655499,10.0257,9.4483,10.7479,5.5749,5.5709,5.5633,10.0894,9.7031
1099,5.5742,6.3477,5.5643,5.5764,5.55,5.5873,9.6549,6.1569,5.5641,5.8892
1100,8.2606,10.0118,5.5733,9.9998,5.7141,9.4002,6.6775,10.567,5.5588,5.5762
1101,5.8552,6.1132,9.1513,5.5717,9.8228,5.5814,9.442901,6.5121,10.052,10.9275
1102,5.7465,5.9297,5.5625,5.5892,5.557,5.55,5.5639,10.2565,5.5678,5.5708
1103,10.0824,10.8965,10.4782,9.6577,5.7515,8.948501,5.5739,5.5695,6.1553,5.8144
1104,5.6665,6.3406,5.5597,5.9974,10.7885,5.5765,9.4114,5.5981,10.2771,9.5038
1105,5.8281,6.6425,5.5799,5.6028,6.3204,5.5702,5.5616,9.2485,7.4601,6.1235
1106,9.7866,9.9286,9.6474,9.478,9.9498,9.7193,5.5799,5.711,8.8435,10.1451
1107,5.5765,5.5943,5.5628,5.5599,5.5756,5.5779,9.777699,5.5596,5.5749,6.1958
1108,5.55,10.2114,5.5741,5.5803,6.4493,5.55,5.566,9.5725,5.5939,5.5661
1109,10.0782,5.5917,16.8273,9.0884,9.3017,9.3149,5.5635,5.5597,9.0274,10.6905
1110,5.5704,5.55,5.5922,5.7145,5.5911,5.962,9.5027,5.8983,5.5717,5.5583
1111,10.3337,17.1963,9.276401,10.5333,5.5613,5.5815,5.5739,9.4026,5.5665,6.0695
1112,5.5805,5.5656,5.572,5.5799,10.1492,10.7295,5.5558,7.3734,9.127999,9.9738
1113,5.5575,9.335,5.5742,5.55,5.5633,6.5787,9.769899,9.4018,5.5802,6.2426
1114,8.7375,5.6503,8.983399,8.924,7.3385,9.2167,5.55,6.4608,5.6994,9.553
1115,5.5842,10.2253,5.5811,5.5953,9.0132,5.5798,5.5783,5.5789,9.3901,6.2807
1116,5.5692,5.5714,5.5648,5.55,5.5902,5.55,9.999,10.06,5.9658,6.5014
1117,10.4073,5.5576,9.8656,10.9233,10.1963,9.1562,5.5821,5.576,6.1039,9.932899
1118,5.5624,22.6238,5.5639,5.5885,5.55,5.9265,10.0999,5.6069,16.3803,5.5711
1119,5.9761,5.55,10.2032,5.5713,6.4359,6.9586,5.5582,9.8471,5.5799,5.7742
1120,9.277,9.9149,5.5703,16.9774,10.0308,8.2934,5.5628,5.5691,8.929199,9.4929
1121,5.55,8.6829,5.5603,5.5707,5.5804,5.5646,9.2236,10.7577,5.9073,5.5574
1122,5.5693,11.5021,10.3107,8.2423,5.55,6.0343,6.0393,5.8583,10.6231,5.5595
1123,8.632999,6.622,5.5665,5.5833,8.9719,9.6717,5.6009,5.8842,5.5758,11.1942
1124,5.8248,9.922,5.914,9.698299,5.55,5.5721,10.0192,10.4666,5.5686,5.566
1125,5.6961,5.5807,9.906199,5.5605,6.3904,16.7999,5.5632,5.573,10.3046,9.9831
1126,16.4291,10.3349,5.565,5.5756,10.5521,5.5714,5.5629,5.9058,5.5709,5.5732
1127,5.5727,5.6385,5.9027,8.922999,6.6518,8.824699,9.9297,9.1735,5.5629,5.5601
1128,8.374701,5.5971,9.3082,5.5868,10.0857,5.6989,5.5627,5.566,22.9425,9.5078
1129,5.5838,9.6753,5.9349,5.55,5.5707,5.5683,5.5605,5.6748,5.5686,5.5787
1130,10.1573,5.5713,11.1365,9.265,6.3071,10.4783,10.2275,17.0494,9.168,5.55
1131,5.5706,10.6174,5.5743,6.147,9.322701,5.751,5.5755,5.5906,9.4342,9.8231
1132,5.5655,5.5763,5.5795,6.1179,5.588,5.5574,16.9147,9.1682,8.850101,5.5617
1133,8.980499,5.5577,9.5231,9.9198,5.55,11.1223,5.5964,5.5764,5.5701,6.0217
1134,5.5832,9.6135,5.5738,5.9809,10.0743,6.1498,7.8207,10.9722,9.7582,8.8166
1135,5.5611,5.5699,5.5797,5.6597,6.2208,9.2647,6.2975,5.5677,6.3448,5.5708
1136,9.938,5.5596,9.4617,10.3623,22.4434,5.5655,5.5879,6.7179,10.4932,5.5558
1137,5.5642,10.6872,5.5725,5.5723,5.561,5.573,9.9186,9.6427,5.5734,9.316501
1138,5.5817,5.567,5.8646,10.8483,8.9245,10.2964,6.0785,5.5702,6.5196,5.5781
1139,10.6613,5.5869,9.9789,5.577,6.7342,5.5739,5.5872,10.0955,9.011801,9.4622
1140,5.5699,10.3611,5.5729,5.5692,11.6568,5.55,10.1257,5.5654,5.576,5.5825
1141,5.8416,5.9101,10.8634,9.6999,5.596,9.8724,6.4405,5.5697,5.5618,5.5563
1142,9.7342,10.6411,5.5705,5.5682,9.4619,5.558,9.640901,9.5703,9.1683,9.8332
1143,5.9676,5.5672,5.55,5.5655,5.5737,6.0398,5.5621,5.5641,5.5755,5.8871
1144,16.9571,5.55,9.2557,10.4544,5.5791,9.928201,5.5556,6.4001,5.55,6.7514
1145,5.574,9.133599,5.58,5.5715,8.9833,6.5639,10.2416,9.2874,9.3944,8.909801
1146,8.801201,5.5589,5.5686,5.558,6.1157,8.739699,5.55,5.5637,6.2559,5.596
1147,5.5601,5.5704,10.3651,9.084801,5.8143,5.5583,5.5739,5.5711,9.1752,5.55
1148,5.5799,10.0135,5.5612,5.5798,10.3345,5.576,9.651299,9.9938,5.5725,9.1679
1149,9.6101,5.5821,5.5662,17.3132,5.5797,10.0657,5.5638,6.2096,5.576,6.031
1150,5.5954,5.5598,10.6043,5.5623,5.5679,5.5747,5.6992,7.421,8.8884,5.5787
1151,5.55,9.5673,5.5787,8.4159,9.7529,5.5656,9.019199,9.995999,5.7582,9.973901
1152,8.2294,5.6567,10.9437,5.947,6.2194,9.4414,5.5646,5.5754,5.7077,5.565
1153,5.5759,6.2349,5.5611,5.5868,9.5815,5.5779,5.5705,10.6334,16.7579,5.9778
1154,5.5586,10.264,5.5607,9.4332,5.5644,5.5892,8.7904,5.5769,5.5819,8.4598
1155,22.5414,5.5787,10.877,5.5982,5.576,10.1215,5.5664,5.5675,9.4533,5.5584
1156,5.5621,10.1165,5.5804,6.6086,10.1033,5.9187,5.5628,9.3913,5.55,5.5763
1157,9.312201,5.5713,5.5572,9.4461,5.5705,6.6057,9.042601,5.5792,5.577,9.6433
1158,7.4925,5.5695,10.2269,6.1637,5.5685,9.730599,5.55,5.55,9.6751,6.3427
1159,10.8445,9.607,5.5671,5.5635,9.1629,5.5974,5.6192,9.4457,5.5746,9.2316
1160,5.5761,5.5803,11.0613,10.2304,5.6802,9.1106,9.4759,5.5723,11.0702,5.5757
1161,10.1433,5.5722,5.5827,5.5734,5.7636,5.8138,6.1624,10.0398,5.8097,5.7919
1162,5.5918,9.564699,5.5646,10.073,10.2916,6.5837,5.5711,5.5773,5.7607,9.264
1163,9.3692,5.9249,10.0167,5.5758,5.5679,10.5382,10.1915,5.5598,10.6335,5.5623
1164,5.5784,5.6459,5.5569,5.5559,5.5855,5.5642,6.3755,9.9019,5.5607,5.5731
1165,5.55,10.5841,6.4462,9.0158,9.627601,6.0408,10.3684,5.5656,5.8766,10.4952
1166,9.1241,5.5732,9.5507,5.8763,5.588,10.0509,5.55,6.6503,10.1996,5.9069
1167,6.0355,11.0026,5.6862,5.5658,10.4018,5.8069,5.9796,9.9623,5.5955,6.1887
1168,5.5691,5.5656,5.5716,10.2436,5.5586,10.4208,9.5255,5.5584,10.0293,9.8396
1169,10.1058,5.5674,17.1222,5.5671,5.5741,5.5693,5.5615,5.5774,5.55,5.5823
1170,5.5714,10.1213,5.5704,5.8512,9.913301,5.55,6.3879,10.0358,5.8544,10.0548
1171,5.5705,5.55,8.702,9.8232,5.55,9.679099,9.1982,6.672,10.0126,5.7806
1172,9.339399,5.5856,5.5711,5.5795,5.8698,5.9234,5.5568,9.0065,5.5718,7.0685
1173,5.5704,9.9004,10.6867,5.5633,10.3327,6.0201,9.5539,5.5754,5.55,10.0441
1174,5.5614,6.0446,5.5627,9.237901,5.591,9.91,5.5758,5.5734,8.881101,5.5815
1175,9.6401,5.6374,5.55,6.1977,5.55,6.3758,5.55,9.4609,6.1024,5.55
1176,5.5788,10.3751,9.0838,8.9453,9.6865,5.5802,9.1073,5.5728,6.2691,8.8434
1177,5.5891,5.5852,5.5696,5.5653,5.5797,10.0941,5.5631,5.7355,9.657201,5.5747
1178,10.1801,10.5566,5.7597,5.5703,9.851,6.269,5.5585,8.98,6.0826,5.557
1179,5.55,5.5909,9.6825,8.9186,5.5664,9.2953,9.196899,5.5655,7.3252,21.3773
1180,5.5776,6.0666,5.561,5.5954,5.5766,5.5798,5.5629,5.5599,8.8764,5.5685
1181,8.9854,9.187201,5.571,5.55,9.7548,5.5621,5.5592,10.3,5.5832,10.124
1182,5.5791,5.7817,9.7774,9.616301,5.5807,9.1471,9.5712,5.5758,9.7876,8.4458
1183,10.8526,6.0202,5.6576,5.8905,5.5659,5.57,5.5661,5.5636,5.5593,8.8566
